WIFI_0_BSSID,WIFI_1_BSSID,WIFI_2_BSSID,WIFI_3_BSSID,WIFI_4_BSSID,WIFI_0_LEVEL,WIFI_1_LEVEL,WIFI_2_LEVEL,WIFI_3_LEVEL,WIFI_4_LEVEL,MAGNETIC_FIELD_uT,LOCATION,
f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:e5,-58,-58,-59,-59,-60,38.40040607,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-56,-57,-57,-57,-57,35.60503998,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-56,-57,-57,-57,-57,35.52706522,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f5,-55,-58,-58,-58,-59,35.49225027,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-51,-56,-57,-57,-57,44.46450728,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-51,-56,-57,-57,-57,50.81552689,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:e3,-51,-51,-51,-53,-53,55.76878581,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,-55,-57,-57,-58,-58,57.93291935,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,-55,-57,-57,-58,-58,47.59135694,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,-60,-64,-65,-65,-66,45.61795483,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,-60,-64,-65,-65,-66,45.68996071,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,-60,-63,-63,-64,-64,41.04157512,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e6,-59,-73,-73,-74,-74,41.36999445,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e6,-59,-73,-73,-74,-74,48.66767137,indoor,
f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-51,-51,-52,-52,-62,32.95656988,indoor,
f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-51,-51,-52,-52,-62,33.04689347,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:a3:23,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,-71,-71,-71,-71,-71,34.03879264,indoor,
f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,-61,-61,-62,-62,-64,29.61089108,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,-54,-59,-59,-59,-60,33.68087539,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,-54,-59,-59,-59,-60,33.70991543,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,-54,-59,-59,-59,-60,33.76869238,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f6,-57,-60,-60,-61,-61,33.66509503,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-56,-59,-59,-59,-60,33.72493825,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-58,-60,-60,-60,-60,33.76009506,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-58,-60,-60,-60,-60,33.6179219,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f4,-55,-56,-56,-56,-57,24.83371333,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:25,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e3,-51,-58,-61,-63,-64,34.83565804,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:25,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e3,-51,-58,-61,-63,-64,35.19106609,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,-58,-59,-60,-60,-61,36.08414882,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,-58,-59,-60,-60,-61,36.30031866,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-59,-59,-59,-59,-61,36.16681761,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,-59,-60,-60,-60,-61,34.10373436,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,-59,-60,-60,-60,-61,38.36919903,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-53,-53,-53,-53,-55,35.67831126,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-53,-53,-53,-53,-55,36.40370498,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-53,-56,-56,-56,-56,40.14115414,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-53,-56,-56,-56,-56,38.92867859,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-52,-55,-55,-55,-56,40.05401626,indoor,
f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,-46,-47,-47,-47,-50,38.68923695,indoor,
f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,-46,-47,-47,-47,-50,35.58549756,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-49,-49,-49,-50,-50,41.11738567,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-49,-49,-49,-50,-50,40.93003868,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-49,-49,-49,-49,-56,39.40738376,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-52,-53,-53,-53,-56,38.51252523,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-52,-53,-53,-53,-56,33.65219843,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-55,-56,-56,-56,-56,39.41888056,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,-51,-51,-51,-52,-52,28.47138477,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,-51,-51,-51,-52,-52,36.90603501,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-54,-56,-56,-56,-56,37.4319728,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-54,-56,-56,-56,-56,35.39409303,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-48,-52,-53,-54,-55,38.39394127,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,-49,-53,-53,-54,-54,38.86289785,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,-49,-53,-53,-54,-54,36.32683801,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-49,-54,-54,-54,-54,39.85923106,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-58,-58,-58,-58,-62,47.53894374,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-58,-58,-58,-58,-62,42.72989865,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,-48,-55,-55,-55,-57,41.06629162,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:e6,-44,-45,-45,-46,-58,35.2879322,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,-49,-59,-59,-59,-59,41.63003794,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,-49,-59,-59,-59,-59,38.09820556,indoor,
f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f2,-53,-54,-55,-55,-58,35.04495578,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-51,-52,-52,-52,-52,36.36599505,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-51,-52,-52,-52,-52,36.91581924,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-51,-52,-52,-52,-52,35.84658677,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-51,-52,-52,-52,-52,37.52887235,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-51,-52,-52,-52,-52,36.25107757,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f0,-62,-62,-62,-62,-62,36.55038027,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-62,-62,-62,-62,-63,36.65734893,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-62,-62,-62,-62,-63,36.59137648,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,-57,-57,-57,-58,-59,35.8625305,outdoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,-57,-57,-57,-58,-59,35.49118233,outdoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,-77,-77,-77,-78,-78,34.77846497,outdoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:98:f3,-75,-76,-76,-76,-76,35.20415313,outdoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:98:f3,-75,-76,-76,-76,-76,35.47511644,outdoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-73,-74,-74,-74,-74,37.26363006,outdoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-73,-74,-74,-74,-74,38.5992152,outdoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-77,-78,-78,-78,-79,39.08608038,outdoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-77,-78,-78,-78,-79,35.68695271,outdoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-78,-78,-78,-78,-79,37.00750821,outdoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-71,-72,-72,-72,-72,36.21461264,outdoor,
f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e2,-52,-53,-53,-54,-54,36.28173786,outdoor,
f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e2,-52,-53,-53,-54,-54,36.41808083,outdoor,
f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e2,-52,-53,-53,-54,-54,38.41735689,outdoor,
f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e3,-66,-72,-72,-72,-73,38.11430594,outdoor,
f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e3,-66,-70,-70,-71,-73,38.08622035,outdoor,
f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e3,-66,-70,-70,-71,-73,37.45381596,outdoor,
f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e3,-66,-70,-70,-71,-73,35.92710447,outdoor,
f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e3,-66,-70,-70,-71,-73,37.83610607,outdoor,
f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e3,-66,-70,-70,-71,-73,39.3150632,outdoor,
f4:2e:7f:79:a3:30,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-78,-79,-79,-79,-79,37.86974779,outdoor,
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:34,-55,-56,-56,-56,-57,38.67566585,outdoor,
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:34,-55,-56,-56,-56,-57,35.54565073,outdoor,
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:26,-54,-55,-55,-55,-56,40.63830912,outdoor,
f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:65,f4:2e:7f:79:a3:23,-51,-53,-54,-56,-59,40.89889789,outdoor,
f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:65,f4:2e:7f:79:a3:23,-51,-53,-54,-56,-59,41.11257589,outdoor,
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-53,-60,-60,-60,-60,39.5074734,outdoor,
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-53,-60,-60,-60,-60,40.30259084,outdoor,
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:36,-47,-50,-50,-51,-51,40.06190583,outdoor,
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-51,-53,-53,-53,-53,37.43732556,outdoor,
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-51,-53,-53,-53,-53,39.70941048,outdoor,
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,-50,-50,-51,-51,-51,39.0849904,outdoor,
f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-46,-46,-46,-46,-47,38.83649463,outdoor,
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:24,-33,-33,-33,-35,-43,37.43744131,outdoor,
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:24,-33,-33,-33,-35,-43,34.54482729,outdoor,
f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:26,-54,-54,-54,-54,-55,37.76711183,outdoor,
f4:2e:7f:79:a4:62,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-51,-52,-52,-52,-52,33.63347034,outdoor,
f4:2e:7f:79:a4:62,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-51,-52,-52,-52,-52,38.95643256,outdoor,
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:34,-49,-53,-53,-54,-55,46.37069345,outdoor,
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-47,-49,-49,-49,-49,42.06918305,outdoor,
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-47,-49,-49,-49,-49,46.24176975,outdoor,
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-39,-46,-46,-46,-46,41.75802225,outdoor,
f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:23,-47,-47,-47,-47,-48,34.44421299,outdoor,
f4:2e:7f:79:a3:30,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-78,-79,-79,-79,-79,35.8723152,outdoor,
f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:23,-47,-47,-47,-47,-48,35.26991694,outdoor,
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-48,-48,-48,-48,-50,33.66907616,outdoor,
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:23,-45,-47,-47,-47,-48,36.10089891,outdoor,
f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,-50,-52,-55,-56,-56,38.02823594,outdoor,
f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,-50,-52,-55,-56,-56,42.61653228,outdoor,
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-46,-49,-49,-49,-49,46.57204967,outdoor,
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-46,-49,-49,-49,-49,48.91778518,outdoor,
